VendaId,DataId,ClienteId,ProdutoId,Quantidade,PrecoUnitario,PercentagemDesconto,ValorTotal,Canal
70,2019-10-01,233,7,2,230.48,6.00,460.95,"Loja Física"
71,2010-09-18,229,42,5,255.11,46.00,1275.54,"Loja Física"
72,2015-12-10,136,150,5,169.39,46.00,846.96,"Loja Física"
73,2019-10-14,123,132,5,159.60,13.00,798.01,"Loja Física"
74,2019-07-06,991,32,5,50.20,38.00,251.01,"Loja Física"
75,2016-07-23,112,155,5,215.31,26.00,1076.56,"Loja Física"
76,2013-05-29,173,121,3,204.70,17.00,614.11,"Loja Física"
77,2015-09-13,132,119,5,228.70,28.00,1143.52,"Loja Física"
78,2018-08-17,173,43,2,176.32,8.00,352.64,"Loja Física"
79,2012-09-14,200,102,2,492.84,32.00,985.67,"Loja Física"
80,2011-10-02,188,116,1,110.05,32.00,110.05,"Loja Física"
81,2020-04-03,654,106,2,297.95,36.00,595.90,"Loja Física"
82,2020-11-26,648,39,5,9.06,25.00,45.29,"Loja Física"
83,2014-09-22,126,21,4,279.86,1.00,1119.45,"Loja Física"
84,2010-04-17,209,38,4,261.38,27.00,1045.53,"Loja Física"
85,2016-09-20,200,21,4,307.94,20.00,1231.76,"Loja Física"
86,2019-03-14,900,30,2,55.12,45.00,110.23,"Loja Física"
87,2014-12-06,202,106,2,663.06,22.00,1326.12,"Loja Física"
88,2017-05-14,904,75,1,761.41,42.00,761.41,"Loja Física"
89,2015-08-17,111,96,1,320.80,34.00,320.80,"Loja Física"
90,2010-01-13,866,22,1,219.30,2.00,219.30,"Loja Física"
91,2017-11-08,928,144,5,104.82,35.00,524.10,"Loja Física"
92,2012-05-01,207,129,5,99.95,1.00,499.75,"Loja Física"
93,2020-01-31,245,96,5,267.00,1.00,1335.02,"Loja Física"
94,2010-06-24,713,45,2,208.78,31.00,417.56,"Loja Física"
95,2011-11-27,124,32,1,1006.56,11.00,1006.56,"Loja Física"
96,2011-04-15,250,18,4,348.57,16.00,1394.27,"Loja Física"
97,2012-06-20,199,123,5,16.98,8.00,84.92,"Loja Física"
98,2014-06-06,709,16,2,40.11,11.00,80.21,"Loja Física"
99,2014-08-07,737,57,5,10.86,1.00,54.31,"Loja Física"
100,2011-04-14,204,29,5,30.09,46.00,150.45,"Loja Física"
101,2012-11-09,131,147,3,352.99,38.00,1058.96,"Loja Física"
102,2020-04-24,105,115,1,1495.38,23.00,1495.38,"Loja Física"
103,2011-04-07,105,118,3,279.55,23.00,838.65,"Loja Física"
104,2014-08-17,640,107,5,82.00,48.00,410.00,"Loja Física"
105,2016-03-27,669,14,1,1120.88,12.00,1120.88,"Loja Física"
106,2016-02-24,135,143,4,321.15,10.00,1284.58,"Loja Física"
107,2014-07-25,812,147,5,122.48,36.00,612.38,"Loja Física"
108,2018-09-18,602,127,2,84.26,37.00,168.51,"Loja Física"
109,2018-07-10,854,116,2,167.43,17.00,334.85,"Loja Física"
110,2018-12-27,193,107,1,70.32,48.00,70.32,"Loja Física"
111,2018-08-11,192,155,5,270.69,50.00,1353.45,"Loja Física"
112,2014-07-17,406,62,4,58.72,30.00,234.89,"Loja Física"
113,2017-05-14,647,116,5,276.96,8.00,1384.78,"Loja Física"
114,2016-12-07,186,36,1,1183.33,44.00,1183.33,"Loja Física"
115,2018-04-17,187,122,5,239.82,21.00,1199.08,"Loja Física"
116,2013-12-13,541,144,1,846.34,36.00,846.34,"Loja Física"
117,2014-04-03,122,81,5,89.65,45.00,448.23,"Loja Física"
118,2016-05-11,316,72,5,171.10,49.00,855.50,"Loja Física"
119,2020-05-21,764,58,3,388.73,14.00,1166.19,"Loja Física"
120,2017-07-03,143,117,3,136.63,1.00,409.88,"Loja Física"
121,2011-12-31,201,29,2,110.64,21.00,221.27,"Loja Física"
122,2013-01-08,654,98,1,633.33,29.00,633.33,"Loja Física"
123,2013-11-09,306,23,1,192.51,48.00,192.51,"Loja Física"
124,2011-11-11,184,118,1,732.65,35.00,732.65,"Loja Física"
125,2020-10-17,143,96,1,674.55,34.00,674.55,"Loja Física"
126,2010-09-10,162,43,4,237.28,2.00,949.13,"Loja Física"
127,2012-05-16,142,16,4,27.48,12.00,109.92,"Loja Física"
128,2010-07-27,993,18,1,335.54,3.00,335.54,"Loja Física"
129,2016-05-29,565,25,1,360.84,18.00,360.84,"Loja Física"
130,2012-09-25,747,81,1,1084.55,6.00,1084.55,"Loja Física"
131,2014-03-10,155,71,3,170.51,47.00,511.52,"Loja Física"
132,2018-08-12,165,32,2,531.09,12.00,1062.17,"Loja Física"
133,2017-08-08,553,12,5,197.09,11.00,985.46,"Loja Física"
134,2015-03-01,986,92,4,273.66,47.00,1094.62,"Loja Física"
135,2011-02-24,149,13,4,238.51,42.00,954.04,"Loja Física"
136,2017-11-15,179,22,4,67.01,40.00,268.04,"Loja Física"
137,2017-10-02,197,106,3,55.88,27.00,167.63,"Loja Física"
138,2011-08-17,198,51,1,253.54,14.00,253.54,"Loja Física"
139,2012-09-05,290,76,3,104.08,22.00,312.25,"Loja Física"
140,2015-06-14,174,24,3,449.51,12.00,1348.53,"Loja Física"
141,2013-06-17,374,150,5,135.09,47.00,675.46,"Loja Física"
142,2016-03-06,226,141,5,88.70,10.00,443.52,"Loja Física"
143,2019-11-13,170,150,1,1212.61,5.00,1212.61,"Loja Física"
144,2012-08-29,611,114,4,156.91,2.00,627.62,"Loja Física"
145,2019-08-03,877,137,5,186.75,42.00,933.76,"Loja Física"
146,2010-10-30,208,80,4,252.24,37.00,1008.94,"Loja Física"
147,2014-03-24,177,135,1,91.70,27.00,91.70,"Loja Física"
148,2020-09-25,880,139,3,21.10,46.00,63.30,"Loja Física"
149,2010-03-21,107,96,5,182.55,20.00,912.77,"Loja Física"
150,2019-08-24,144,48,4,70.04,17.00,280.15,"Loja Física"
151,2016-09-30,123,80,4,52.54,24.00,210.16,"Loja Física"
152,2019-06-30,190,101,1,778.88,46.00,778.88,"Loja Física"
153,2016-11-21,134,39,5,32.99,10.00,164.97,"Loja Física"
154,2016-09-24,169,47,5,201.06,25.00,1005.29,"Loja Física"
155,2019-10-04,511,66,2,495.68,20.00,991.36,"Loja Física"
156,2014-02-05,195,35,4,105.97,33.00,423.89,"Loja Física"
157,2014-04-21,378,77,3,387.66,6.00,1162.97,"Loja Física"
158,2018-06-23,864,119,1,1143.84,6.00,1143.84,"Loja Física"
159,2013-12-15,139,79,3,380.93,6.00,1142.79,"Loja Física"
160,2018-07-20,526,86,5,192.42,41.00,962.09,"Loja Física"
161,2017-11-23,723,53,2,443.52,23.00,887.03,"Loja Física"
162,2019-02-21,113,151,5,139.65,21.00,698.23,"Loja Física"
163,2020-08-19,170,71,5,62.87,21.00,314.36,"Loja Física"
164,2013-01-12,144,31,5,156.55,22.00,782.77,"Loja Física"
165,2011-03-09,150,101,3,270.54,9.00,811.62,"Loja Física"
166,2014-05-28,245,110,5,161.65,38.00,808.27,"Loja Física"
167,2020-09-02,166,55,3,101.19,17.00,303.57,"Loja Física"
168,2014-11-13,179,125,4,41.02,14.00,164.09,"Loja Física"
169,2018-08-23,159,20,3,89.70,25.00,269.09,"Loja Física"
170,2015-03-09,178,50,1,1293.64,15.00,1293.64,"Loja Física"
171,2016-10-11,110,67,3,271.04,43.00,813.13,"Loja Física"
172,2013-04-02,135,10,3,179.81,42.00,539.42,"Loja Física"
173,2020-04-02,123,61,2,581.26,10.00,1162.51,"Loja Física"
174,2015-06-04,957,114,3,358.44,7.00,1075.33,"Loja Física"
175,2019-01-26,394,75,1,476.18,30.00,476.18,"Loja Física"
176,2018-12-10,422,81,4,243.39,46.00,973.57,"Loja Física"
177,2010-06-27,478,63,5,135.01,24.00,675.07,"Loja Física"
178,2020-10-28,248,115,2,119.82,31.00,239.64,"Loja Física"
179,2011-08-24,202,124,2,746.92,31.00,1493.83,"Loja Física"
180,2010-04-20,116,93,5,160.74,25.00,803.69,"Loja Física"
181,2015-02-13,188,29,3,303.55,39.00,910.66,"Loja Física"
182,2016-09-29,184,79,1,1090.12,37.00,1090.12,"Loja Física"
183,2016-12-13,438,39,5,110.42,20.00,552.10,"Loja Física"
184,2019-03-13,121,36,2,335.59,1.00,671.17,"Loja Física"
185,2017-01-10,141,125,3,186.89,30.00,560.68,"Loja Física"
186,2011-04-25,171,40,5,136.86,0.00,684.29,"Loja Física"
187,2020-09-26,178,7,3,166.66,10.00,499.98,"Loja Física"
188,2016-09-24,269,53,4,294.17,1.00,1176.67,"Loja Física"
189,2014-11-20,234,138,2,556.21,31.00,1112.41,"Loja Física"
190,2014-12-13,203,114,3,128.72,47.00,386.15,"Loja Física"
191,2020-11-03,198,60,1,1487.53,17.00,1487.53,"Loja Física"
192,2017-11-16,635,147,1,498.44,7.00,498.44,"Loja Física"
193,2017-02-19,174,35,2,10.60,4.00,21.19,"Loja Física"
194,2016-03-28,166,154,2,716.36,27.00,1432.72,"Loja Física"
195,2020-01-18,122,82,5,141.25,22.00,706.27,"Loja Física"
196,2018-06-07,280,47,3,68.85,13.00,206.54,"Loja Física"
197,2014-07-17,920,48,5,64.77,8.00,323.83,"Loja Física"
198,2012-10-05,194,42,5,22.01,5.00,110.05,"Loja Física"
199,2011-01-26,860,151,3,397.35,9.00,1192.06,"Loja Física"
200,2015-11-06,189,122,2,454.83,6.00,909.65,"Loja Física"
201,2019-11-04,190,42,4,218.93,26.00,875.70,"Loja Física"
202,2014-06-28,905,37,1,787.68,13.00,787.68,"Loja Física"
203,2016-08-26,118,73,2,469.24,3.00,938.48,"Loja Física"
204,2020-07-06,184,65,2,234.58,13.00,469.16,"Loja Física"
205,2010-12-01,135,144,1,65.13,17.00,65.13,"Loja Física"
206,2020-03-10,175,45,5,87.14,14.00,435.69,"Loja Física"
207,2018-03-20,144,60,1,666.24,1.00,666.24,"Loja Física"
208,2014-03-31,615,21,3,107.04,6.00,321.12,"Loja Física"
209,2013-01-10,204,151,1,1160.45,39.00,1160.45,"Loja Física"
210,2019-09-06,575,23,4,64.49,40.00,257.95,"Loja Física"
211,2018-02-10,628,47,1,977.49,35.00,977.49,"Loja Física"
212,2019-03-06,617,12,2,648.63,45.00,1297.26,"Loja Física"
213,2012-05-03,261,75,5,126.67,36.00,633.35,"Loja Física"
214,2020-02-04,947,67,3,300.86,8.00,902.57,"Loja Física"
215,2013-01-25,111,1,2,465.88,32.00,931.76,"Loja Física"
216,2020-07-22,203,70,5,62.47,7.00,312.35,"Loja Física"
217,2013-06-08,160,118,5,296.34,9.00,1481.70,"Loja Física"
218,2013-07-04,202,65,1,731.20,50.00,731.20,"Loja Física"
219,2013-07-27,775,25,5,43.80,35.00,219.01,"Loja Física"
220,2012-03-14,188,17,1,1480.79,37.00,1480.79,"Loja Física"
221,2012-08-02,206,137,1,400.91,48.00,400.91,"Loja Física"
222,2018-07-25,113,71,2,714.79,14.00,1429.58,"Loja Física"
223,2012-01-03,838,51,4,97.25,1.00,389.01,"Loja Física"
224,2010-01-21,185,117,2,249.05,11.00,498.09,"Loja Física"
225,2015-08-18,195,99,5,250.30,20.00,1251.52,"Loja Física"
226,2010-02-28,110,66,3,192.34,20.00,577.01,"Loja Física"
227,2012-12-12,903,70,1,1379.49,15.00,1379.49,"Loja Física"
228,2012-01-10,770,87,2,373.58,43.00,747.15,"Loja Física"
229,2015-12-02,165,28,1,1277.49,34.00,1277.49,"Loja Física"
230,2014-06-02,202,98,5,6.72,19.00,33.61,"Loja Física"
231,2010-03-17,105,154,1,453.36,37.00,453.36,"Loja Física"
232,2010-06-13,228,11,1,259.28,41.00,259.28,"Loja Física"
233,2013-12-13,130,46,5,276.25,30.00,1381.23,"Loja Física"
234,2017-05-19,170,41,2,263.55,9.00,527.09,"Loja Física"
235,2019-09-24,135,22,1,952.63,33.00,952.63,"Loja Física"
236,2010-05-23,159,58,5,282.14,40.00,1410.71,"Loja Física"
237,2016-06-24,439,2,3,296.76,27.00,890.29,"Loja Física"
238,2011-02-12,237,142,3,188.65,16.00,565.96,"Loja Física"
239,2018-12-03,150,18,1,244.89,27.00,244.89,"Loja Física"
240,2016-03-12,207,19,2,45.73,9.00,91.45,"Loja Física"
241,2015-10-15,802,116,1,175.77,19.00,175.77,"Loja Física"
242,2013-03-20,135,87,5,168.21,49.00,841.04,"Loja Física"
243,2018-08-25,676,129,2,676.08,31.00,1352.15,"Loja Física"
244,2019-10-12,191,126,4,111.22,26.00,444.89,"Loja Física"
245,2015-06-23,959,66,5,64.62,43.00,323.09,"Loja Física"
246,2019-09-24,139,98,3,463.65,27.00,1390.96,"Loja Física"
247,2013-07-13,204,25,5,226.07,46.00,1130.36,"Loja Física"
248,2013-07-14,154,131,5,125.55,33.00,627.74,"Loja Física"
249,2016-11-16,155,125,5,12.74,46.00,63.72,"Loja Física"
250,2018-09-26,484,118,4,16.56,7.00,66.24,"Loja Física"
251,2017-05-13,463,105,1,993.66,5.00,993.66,"Loja Física"
252,2015-12-22,132,73,1,994.66,47.00,994.66,"Loja Física"
253,2013-02-17,156,15,4,115.66,27.00,462.65,"Loja Física"
254,2016-04-23,691,85,4,13.88,46.00,55.53,"Loja Física"
255,2014-05-13,158,76,2,743.80,12.00,1487.59,"Loja Física"
256,2019-12-27,262,107,3,446.37,20.00,1339.12,"Loja Física"
257,2017-04-25,857,62,1,816.28,10.00,816.28,"Loja Física"
258,2016-01-30,817,97,3,154.45,4.00,463.36,"Loja Física"
259,2018-06-06,171,33,5,94.90,10.00,474.52,"Loja Física"
260,2011-08-09,333,20,2,524.77,10.00,1049.53,"Loja Física"
261,2011-04-29,977,96,1,1265.41,6.00,1265.41,"Loja Física"
262,2016-04-28,144,46,1,216.92,5.00,216.92,"Loja Física"
263,2018-07-29,176,114,2,541.44,8.00,1082.88,"Loja Física"
264,2017-12-02,158,154,2,159.02,21.00,318.03,"Loja Física"
265,2015-12-09,173,125,4,219.88,26.00,879.53,"Loja Física"
266,2014-12-03,129,112,5,257.07,4.00,1285.35,"Loja Física"
267,2018-11-14,187,115,2,223.38,4.00,446.75,"Loja Física"
268,2017-02-09,111,97,1,871.56,42.00,871.56,"Loja Física"
269,2019-07-11,112,82,3,275.55,9.00,826.64,"Loja Física"
270,2017-02-13,608,54,1,1245.53,20.00,1245.53,"Loja Física"
271,2017-11-25,163,83,1,196.92,29.00,196.92,"Loja Física"
272,2013-09-13,177,88,3,241.99,44.00,725.98,"Loja Física"
273,2020-01-28,237,89,2,328.37,22.00,656.73,"Loja Física"
274,2015-10-26,330,127,5,125.42,41.00,627.11,"Loja Física"
275,2010-06-20,155,65,1,907.77,15.00,907.77,"Loja Física"
276,2016-07-30,135,42,5,284.21,31.00,1421.06,"Loja Física"
277,2016-11-25,154,125,4,277.79,23.00,1111.17,"Loja Física"
278,2013-11-13,950,15,1,1242.96,47.00,1242.96,"Loja Física"
279,2013-01-26,410,139,4,356.73,5.00,1426.91,"Loja Física"
280,2010-02-01,673,64,3,224.79,40.00,674.38,"Loja Física"
281,2011-12-02,228,154,3,392.99,33.00,1178.98,"Loja Física"
282,2018-10-18,768,22,5,48.73,15.00,243.63,"Loja Física"
283,2019-05-07,550,15,4,130.52,30.00,522.09,"Loja Física"
284,2020-07-30,422,72,2,273.12,24.00,546.23,"Loja Física"
285,2016-11-19,140,93,4,101.23,37.00,404.93,"Loja Física"
286,2020-02-02,102,29,1,974.22,27.00,974.22,"Loja Física"
287,2019-12-02,260,99,1,83.51,46.00,83.51,"Loja Física"
288,2018-04-18,121,35,2,569.57,4.00,1139.13,"Loja Física"
289,2018-08-15,195,20,1,1290.07,3.00,1290.07,"Loja Física"
290,2015-04-11,673,73,5,173.87,17.00,869.37,"Loja Física"
291,2019-07-24,188,1,4,68.92,15.00,275.68,"Loja Física"
292,2017-08-03,749,145,4,96.17,34.00,384.69,"Loja Física"
293,2020-09-06,177,147,2,160.00,12.00,319.99,"Loja Física"
294,2018-09-24,309,29,1,387.61,21.00,387.61,"Loja Física"
295,2014-02-22,487,33,2,661.59,34.00,1323.18,"Loja Física"
296,2017-11-07,519,97,3,395.88,13.00,1187.65,"Loja Física"
297,2010-12-10,974,155,5,63.07,2.00,315.33,"Loja Física"
298,2018-06-02,325,52,4,299.99,46.00,1199.96,"Loja Física"
299,2012-07-13,880,38,1,1407.86,27.00,1407.86,"Loja Física"
300,2020-12-28,604,75,1,714.39,1.00,714.39,"Loja Física"
301,2020-05-17,157,125,2,691.61,18.00,1383.22,"Loja Física"
302,2013-08-02,969,60,3,188.80,26.00,566.39,"Loja Física"
303,2012-01-03,149,30,4,163.01,22.00,652.03,"Loja Física"
304,2016-06-07,151,27,2,40.43,0.00,80.86,"Loja Física"
305,2020-09-06,142,23,4,181.97,28.00,727.87,"Loja Física"
306,2016-07-31,112,106,4,349.26,1.00,1397.05,"Loja Física"
307,2011-06-03,788,36,1,753.00,4.00,753.00,"Loja Física"
308,2011-06-06,490,134,5,140.79,8.00,703.97,"Loja Física"
309,2017-02-19,195,61,1,671.84,27.00,671.84,"Loja Física"
310,2017-01-08,169,135,1,658.00,33.00,658.00,"Loja Física"
311,2015-08-28,154,22,4,362.14,2.00,1448.55,"Loja Física"
312,2013-12-23,147,19,3,280.37,17.00,841.10,"Loja Física"
313,2015-05-17,117,43,2,362.88,29.00,725.75,"Loja Física"
314,2020-01-11,217,34,2,45.71,12.00,91.42,"Loja Física"
315,2010-01-29,122,120,1,375.84,6.00,375.84,"Loja Física"
316,2018-11-28,171,38,4,138.35,10.00,553.38,"Loja Física"
317,2012-04-17,442,6,3,165.57,8.00,496.72,"Loja Física"
318,2016-11-08,123,57,4,167.88,6.00,671.50,"Loja Física"
319,2011-04-02,817,118,5,251.02,28.00,1255.08,"Loja Física"
320,2016-02-24,186,58,4,300.09,25.00,1200.34,"Loja Física"
321,2010-02-11,551,5,2,724.46,45.00,1448.92,"Loja Física"
322,2020-06-16,885,119,2,614.18,30.00,1228.35,"Loja Física"
323,2020-11-14,772,32,5,168.05,35.00,840.25,"Loja Física"
324,2017-11-29,628,100,4,153.93,45.00,615.72,"Loja Física"
325,2012-09-29,735,75,5,117.94,11.00,589.71,"Loja Física"
326,2011-02-18,193,83,2,633.78,22.00,1267.56,"Loja Física"
327,2011-04-30,116,5,4,163.62,31.00,654.49,"Loja Física"
328,2018-05-21,193,75,4,273.13,4.00,1092.52,"Loja Física"
329,2017-12-17,224,115,3,438.61,47.00,1315.83,"Loja Física"
330,2012-01-03,111,14,1,1031.12,7.00,1031.12,"Loja Física"
331,2018-02-02,196,141,4,298.00,4.00,1191.98,"Loja Física"
332,2020-07-24,904,128,4,164.96,44.00,659.84,"Loja Física"
333,2016-12-21,186,87,1,1412.26,6.00,1412.26,"Loja Física"
334,2012-02-17,438,50,5,103.10,8.00,515.51,"Loja Física"
335,2010-11-16,426,82,3,146.44,15.00,439.31,"Loja Física"
336,2010-11-28,134,46,4,263.82,47.00,1055.26,"Loja Física"
337,2010-04-03,112,101,2,55.44,9.00,110.87,"Loja Física"
338,2010-10-20,265,20,2,156.08,3.00,312.16,"Loja Física"
339,2020-03-16,312,147,4,277.35,27.00,1109.41,"Loja Física"
340,2014-06-06,839,10,4,320.69,49.00,1282.75,"Loja Física"
341,2019-10-02,139,7,3,262.83,27.00,788.50,"Loja Física"
342,2019-11-24,136,77,4,161.73,21.00,646.90,"Loja Física"
343,2010-09-27,182,77,5,153.52,0.00,767.60,"Loja Física"
344,2018-08-01,205,12,4,291.10,26.00,1164.38,"Loja Física"
345,2013-12-18,320,152,5,273.39,39.00,1366.96,"Loja Física"
346,2012-05-11,571,74,1,209.64,46.00,209.64,"Loja Física"
347,2010-06-02,147,125,5,181.03,16.00,905.13,"Loja Física"
348,2018-09-16,948,95,5,72.12,5.00,360.61,"Loja Física"
349,2010-01-21,148,117,1,1455.33,49.00,1455.33,"Loja Física"
350,2020-03-28,133,6,3,396.21,48.00,1188.63,"Loja Física"
351,2015-07-20,843,54,4,114.44,19.00,457.76,"Loja Física"
352,2012-08-12,184,1,3,196.34,7.00,589.03,"Loja Física"
353,2016-03-25,121,6,2,230.25,17.00,460.49,"Loja Física"
354,2011-05-08,899,79,3,472.59,10.00,1417.77,"Loja Física"
355,2012-06-15,525,102,1,77.54,5.00,77.54,"Loja Física"
356,2016-05-30,115,100,2,290.72,19.00,581.43,"Loja Física"
357,2019-11-23,188,39,4,315.76,13.00,1263.03,"Loja Física"
358,2019-07-27,765,92,1,518.41,18.00,518.41,"Loja Física"
359,2019-10-13,306,26,4,374.43,45.00,1497.71,"Loja Física"
360,2011-11-08,163,129,5,236.07,2.00,1180.35,"Loja Física"
361,2013-04-23,194,25,1,573.45,49.00,573.45,"Loja Física"
362,2010-01-27,201,129,2,168.66,50.00,337.31,"Loja Física"
363,2020-08-06,507,111,3,223.86,37.00,671.57,"Loja Física"
364,2012-02-20,141,120,3,273.21,28.00,819.64,"Loja Física"
365,2019-12-21,329,101,2,531.11,20.00,1062.22,"Loja Física"
366,2019-02-07,939,60,1,708.30,31.00,708.30,"Loja Física"
367,2012-01-16,826,103,2,207.68,10.00,415.35,"Loja Física"
368,2017-05-02,159,98,2,621.34,0.00,1242.67,"Loja Física"
369,2014-07-11,479,154,1,452.81,25.00,452.81,"Loja Física"
370,2018-03-01,768,120,5,82.35,15.00,411.73,"Loja Física"
371,2018-07-10,187,98,1,208.91,4.00,208.91,"Loja Física"
372,2014-05-27,802,121,1,907.41,36.00,907.41,"Loja Física"
373,2010-09-25,117,92,1,710.58,23.00,710.58,"Loja Física"
374,2014-05-02,304,33,2,93.75,8.00,187.50,"Loja Física"
375,2016-09-28,124,75,4,349.87,11.00,1399.48,"Loja Física"
376,2010-01-14,114,66,1,968.82,32.00,968.82,"Loja Física"
377,2015-08-19,494,64,3,483.61,17.00,1450.82,"Loja Física"
378,2011-04-04,986,128,4,142.38,40.00,569.51,"Loja Física"
379,2016-07-13,150,76,1,895.89,14.00,895.89,"Loja Física"
380,2018-08-14,865,53,4,156.64,12.00,626.54,"Loja Física"
381,2015-10-18,175,98,5,277.82,26.00,1389.11,"Loja Física"
382,2011-06-18,108,26,5,56.92,24.00,284.61,"Loja Física"
383,2020-11-14,901,28,5,85.70,50.00,428.50,"Loja Física"
384,2013-10-23,139,10,3,240.77,45.00,722.31,"Loja Física"
385,2019-07-15,354,107,3,200.69,15.00,602.06,"Loja Física"
386,2017-02-25,963,36,4,131.57,23.00,526.26,"Loja Física"
387,2011-09-28,181,97,5,185.30,22.00,926.49,"Loja Física"
388,2019-11-17,194,129,1,447.90,43.00,447.90,"Loja Física"
389,2018-08-17,102,56,5,205.78,45.00,1028.88,"Loja Física"
390,2011-11-21,196,75,2,74.76,25.00,149.51,"Loja Física"
391,2015-02-03,683,5,3,20.24,25.00,60.71,"Loja Física"
392,2012-07-09,156,19,1,48.22,2.00,48.22,"Loja Física"
