VendaId,DataId,ClienteId,ProdutoId,Quantidade,PrecoUnitario,PercentagemDesconto,ValorTotal,Canal
58,2022-08-13,105,45,1,42.98,0.00,42.98,Online
59,2023-01-06,105,1,2,66.78,0.00,133.56,Online
60,2024-04-24,105,89,4,8.87,25.00,35.46,Online
61,2024-07-08,105,87,4,12.53,25.00,50.11,Online
62,2024-07-14,105,18,2,26.15,12.00,52.30,Online
63,2024-11-23,105,25,3,19.94,27.00,59.83,Online
64,2021-06-29,106,83,1,121.80,25.00,121.80,Online
65,2021-12-30,106,103,1,334.11,26.00,334.11,Online
66,2022-01-10,106,135,2,60.93,10.00,121.86,Online
67,2022-01-17,106,3,2,20.80,25.00,41.59,Online
68,2022-01-18,106,23,2,35.19,10.00,70.37,Online
69,2022-01-23,106,170,3,106.74,0.00,320.22,Online
70,2022-01-25,106,134,2,41.82,25.00,83.63,Online
71,2022-01-30,106,137,3,13.86,10.00,41.59,Online
72,2022-05-26,106,102,3,54.62,10.00,163.85,Online
73,2022-10-31,106,104,3,44.00,0.00,132.00,Online
74,2024-03-20,106,133,1,48.26,10.00,48.26,Online
75,2024-07-24,106,89,1,41.59,0.00,41.59,Online
76,2021-06-29,107,137,4,12.99,28.00,51.94,Online
77,2021-09-16,107,142,5,9.76,0.00,48.81,Online
78,2021-09-20,107,139,1,92.32,0.00,92.32,Online
79,2021-12-12,107,138,3,13.65,10.00,40.95,Online
80,2022-02-23,107,85,1,40.95,25.00,40.95,Online
81,2022-09-30,107,147,3,13.65,0.00,40.95,Online
82,2023-03-22,107,102,1,40.95,5.00,40.95,Online
83,2023-06-20,107,121,2,29.32,0.00,58.64,Online
84,2023-09-06,107,14,4,35.58,50.00,142.30,Online
85,2023-09-13,107,15,2,20.56,10.00,41.12,Online
86,2024-08-30,107,25,1,243.50,50.00,243.50,Online
87,2024-09-04,107,72,1,40.95,0.00,40.95,Online
88,2021-10-07,108,137,2,48.79,10.00,97.58,Online
89,2022-05-09,108,165,1,223.45,25.00,223.45,Online
90,2022-09-08,108,172,4,46.58,10.00,186.31,Online
91,2023-01-04,108,72,1,2498.13,15.00,2498.13,Online
92,2023-09-27,108,151,3,702.91,25.00,2108.73,Online
93,2023-09-28,108,121,2,50.91,10.00,101.82,Online
94,2024-01-21,108,142,1,493.91,0.00,493.91,Online
95,2024-02-02,108,69,3,32.53,9.00,97.58,Online
96,2024-02-06,108,72,1,97.58,10.00,97.58,Online
97,2024-08-16,108,67,1,97.58,0.00,97.58,Online
98,2024-11-15,108,67,1,97.58,25.00,97.58,Online
99,2021-12-08,109,102,3,83.79,25.00,251.38,Online
100,2022-09-27,109,119,1,475.38,10.00,475.38,Online
101,2023-11-05,109,102,1,125.18,23.00,125.18,Online
102,2023-11-10,109,89,5,58.79,0.00,293.93,Online
103,2023-11-11,109,117,3,13.24,25.00,39.71,Online
104,2021-03-16,110,87,1,83.42,12.00,83.42,Online
105,2021-03-20,110,30,2,48.67,0.00,97.33,Online
106,2021-03-23,110,116,1,37.39,10.00,37.39,Online
107,2021-06-15,110,102,3,35.88,0.00,107.63,Online
108,2021-09-17,110,137,5,7.48,10.00,37.39,Online
109,2021-12-11,110,78,4,15.90,10.00,63.61,Online
110,2021-12-17,110,69,5,29.73,50.00,148.64,Online
111,2021-12-24,110,69,2,21.38,2.00,42.75,Online
112,2022-03-09,110,126,1,37.39,50.00,37.39,Online
113,2022-05-26,110,142,2,59.78,4.00,119.56,Online
114,2022-10-31,110,132,1,56.10,4.00,56.10,Online
115,2022-12-28,110,172,5,54.87,0.00,274.33,Online
116,2023-07-29,110,43,2,338.48,25.00,676.96,Online
117,2024-02-26,110,73,1,304.59,10.00,304.59,Online
118,2021-06-08,111,44,2,56.43,10.00,112.86,Online
119,2023-05-13,111,10,1,80.14,47.00,80.14,Online
120,2023-05-17,111,120,2,31.98,15.00,63.96,Online
121,2023-05-20,111,51,2,14.72,0.00,29.43,Online
122,2023-12-01,111,115,3,80.12,1.00,240.35,Online
123,2024-12-06,111,147,1,428.54,0.00,428.54,Online
124,2025-01-26,111,28,2,66.93,0.00,133.85,Online
125,2025-01-26,111,40,3,67.38,21.00,202.15,Online
126,2021-02-12,112,87,2,14.38,25.00,28.75,Online
127,2021-09-24,112,117,1,135.92,0.00,135.92,Online
128,2021-09-28,112,72,2,38.31,50.00,76.62,Online
129,2021-09-30,112,10,5,10.56,10.00,52.82,Online
130,2021-10-03,112,137,2,50.71,0.00,101.42,Online
131,2022-05-17,112,60,1,116.68,0.00,116.68,Online
132,2022-05-31,112,95,3,29.99,25.00,89.96,Online
133,2023-01-26,112,158,1,28.75,0.00,28.75,Online
134,2023-10-29,112,45,1,71.65,25.00,71.65,Online
135,2024-02-18,112,104,1,97.94,10.00,97.94,Online
136,2021-05-03,113,98,5,8.36,0.00,41.78,Online
137,2021-07-18,113,58,3,132.99,50.00,398.97,Online
138,2021-07-24,113,72,1,41.78,10.00,41.78,Online
139,2021-09-03,113,163,5,66.09,25.00,330.45,Online
140,2022-10-20,113,148,1,45.29,0.00,45.29,Online
141,2023-02-24,113,102,2,97.96,10.00,195.92,Online
142,2023-03-13,113,107,2,102.97,28.00,205.94,Online
143,2023-03-13,113,159,1,121.08,0.00,121.08,Online
144,2023-03-18,113,93,3,37.12,0.00,111.36,Online
145,2024-02-02,113,67,1,331.16,25.00,331.16,Online
146,2024-04-08,113,104,3,13.93,21.00,41.78,Online
147,2024-08-31,113,87,2,52.45,25.00,104.89,Online
148,2021-12-24,114,74,6,7.63,5.00,45.80,Online
149,2022-01-20,114,41,2,22.90,0.00,45.80,Online
150,2023-10-17,114,5,2,165.68,26.00,331.36,Online
151,2024-12-21,114,10,1,432.75,0.00,432.75,Online
152,2024-12-21,114,96,1,45.80,0.00,45.80,Online
153,2024-12-22,114,115,4,11.45,0.00,45.80,Online
154,2024-12-24,114,85,6,7.63,25.00,45.80,Online
155,2021-03-18,115,102,1,63.44,25.00,63.44,Online
156,2021-09-20,115,151,1,63.44,10.00,63.44,Online
157,2021-11-12,115,95,4,25.14,25.00,100.55,Online
158,2021-11-16,115,4,2,31.72,25.00,63.44,Online
159,2021-11-16,115,115,1,71.44,10.00,71.44,Online
160,2022-06-10,115,67,2,51.25,0.00,102.50,Online
161,2022-06-13,115,89,1,698.75,50.00,698.75,Online
162,2022-06-16,115,157,7,9.06,0.00,63.44,Online
163,2022-06-22,115,165,1,63.44,25.00,63.44,Online
164,2023-03-25,115,121,1,81.31,0.00,81.31,Online
165,2024-01-16,115,64,4,15.86,0.00,63.44,Online
166,2024-10-01,115,48,2,43.68,0.00,87.35,Online
167,2024-10-28,115,54,1,183.08,10.00,183.08,Online
168,2022-02-03,116,155,2,85.21,50.00,170.41,Online
169,2022-02-08,116,5,1,43.93,10.00,43.93,Online
170,2022-10-11,116,20,1,264.63,25.00,264.63,Online
171,2023-03-14,116,118,1,102.14,50.00,102.14,Online
172,2023-03-27,116,101,1,52.68,10.00,52.68,Online
173,2023-07-25,116,37,1,43.93,10.00,43.93,Online
174,2023-07-28,116,6,1,98.88,0.00,98.88,Online
175,2023-07-29,116,133,1,298.28,25.00,298.28,Online
176,2023-07-31,116,81,1,52.71,25.00,52.71,Online
177,2023-08-02,116,7,2,168.23,9.00,336.46,Online
178,2023-12-16,116,72,1,43.93,0.00,43.93,Online
179,2024-10-22,116,69,2,21.97,0.00,43.93,Online
180,2024-10-29,116,58,1,279.26,0.00,279.26,Online
181,2024-12-24,116,83,1,292.33,0.00,292.33,Online
182,2021-12-30,117,150,3,54.00,0.00,162.01,Online
183,2022-02-14,117,102,2,566.71,0.00,1133.42,Online
184,2022-10-09,117,137,3,22.95,0.00,68.86,Online
185,2023-04-01,117,102,2,102.88,0.00,205.75,Online
186,2023-04-07,117,27,4,80.59,8.00,322.37,Online
187,2023-04-09,117,40,3,22.95,10.00,68.86,Online
188,2023-04-11,117,112,3,368.87,0.00,1106.60,Online
189,2023-04-14,117,146,2,34.43,0.00,68.86,Online
190,2023-04-21,117,40,2,107.17,15.00,214.34,Online
191,2023-04-23,117,74,2,34.43,25.00,68.86,Online
192,2023-05-21,117,87,1,431.47,25.00,431.47,Online
193,2024-03-09,117,104,1,276.82,0.00,276.82,Online
194,2024-10-21,117,50,1,68.86,13.00,68.86,Online
195,2021-04-19,118,89,1,55.05,26.00,55.05,Online
196,2022-01-29,118,4,2,100.77,10.00,201.53,Online
197,2023-07-12,118,50,1,113.02,10.00,113.02,Online
198,2024-01-30,118,119,6,10.96,25.00,65.74,Online
199,2024-06-22,118,30,1,69.87,0.00,69.87,Online
200,2024-11-28,118,116,3,26.82,0.00,80.47,Online
206,2021-09-20,120,139,2,420.32,6.00,840.63,Online
207,2021-09-22,120,151,4,36.12,10.00,144.48,Online
208,2022-03-22,120,104,3,38.47,5.00,115.41,Online
209,2023-01-20,120,168,1,91.83,0.00,91.83,Online
210,2023-01-26,120,4,1,67.45,0.00,67.45,Online
211,2023-02-17,120,67,1,38.55,3.00,38.55,Online
212,2023-02-20,120,69,1,76.03,45.00,76.03,Online
213,2023-02-22,120,139,1,149.52,14.00,149.52,Online
214,2023-02-28,120,144,1,38.55,2.00,38.55,Online
215,2024-05-08,120,155,1,479.87,0.00,479.87,Online
216,2025-02-28,120,81,1,345.85,10.00,345.85,Online
217,2025-04-07,120,79,2,136.57,10.00,273.13,Online
218,2021-02-27,121,150,1,72.64,0.00,72.64,Online
219,2023-10-02,121,103,2,303.97,0.00,607.94,Online
220,2023-11-13,121,30,2,106.50,0.00,212.99,Online
221,2023-11-14,121,70,1,72.64,25.00,72.64,Online
222,2023-11-14,121,104,1,256.79,23.00,256.79,Online
223,2024-11-19,121,23,4,48.18,0.00,192.71,Online
224,2021-03-18,122,19,1,62.83,10.00,62.83,Online
225,2021-04-11,122,102,3,20.58,0.00,61.74,Online
226,2021-12-16,122,168,1,51.08,25.00,51.08,Online
227,2021-12-29,122,104,2,284.61,0.00,569.21,Online
228,2022-04-19,122,50,3,17.03,0.00,51.08,Online
229,2022-07-17,122,15,2,25.54,48.00,51.08,Online
230,2022-08-12,122,128,3,17.03,0.00,51.08,Online
231,2022-10-13,122,40,2,95.44,25.00,190.88,Online
232,2022-10-14,122,21,3,17.03,0.00,51.08,Online
233,2022-10-31,122,57,1,51.08,25.00,51.08,Online
234,2024-04-23,122,155,1,182.16,0.00,182.16,Online
235,2024-09-11,122,128,3,17.03,10.00,51.08,Online
236,2024-05-28,123,154,3,16.54,0.00,49.61,Online
237,2024-06-04,123,67,2,131.38,0.00,262.76,Online
238,2024-07-29,123,128,1,473.76,2.00,473.76,Online
239,2024-09-24,123,155,1,49.61,24.00,49.61,Online
240,2024-12-31,123,95,7,7.09,26.00,49.61,Online
241,2021-02-02,124,30,2,229.16,50.00,458.31,Online
242,2021-09-27,124,87,3,50.64,25.00,151.92,Online
243,2022-01-10,124,22,1,2538.62,25.00,2538.62,Online
244,2022-04-13,124,102,4,20.51,11.00,82.03,Online
245,2022-07-30,124,38,1,58.99,25.00,58.99,Online
246,2023-01-18,124,62,2,43.09,10.00,86.18,Online
247,2023-01-23,124,74,3,28.01,50.00,84.03,Online
248,2023-01-23,124,123,3,22.24,10.00,66.73,Online
249,2023-01-23,124,131,1,58.99,0.00,58.99,Online
250,2023-05-31,124,72,2,132.13,0.00,264.26,Online
251,2023-08-07,124,37,1,284.71,0.00,284.71,Online
252,2023-08-11,124,23,1,101.25,25.00,101.25,Online
253,2025-03-07,124,113,1,58.99,10.00,58.99,Online
254,2021-06-30,125,67,1,53.73,5.00,53.73,Online
255,2021-12-28,125,16,2,140.12,25.00,280.23,Online
256,2023-09-26,125,101,1,120.35,46.00,120.35,Online
257,2023-12-23,125,113,3,78.88,10.00,236.64,Online
258,2023-12-29,125,59,3,72.89,30.00,218.66,Online
259,2024-06-09,125,84,1,215.16,6.00,215.16,Online
260,2024-07-12,125,123,2,133.20,10.00,266.39,Online
261,2024-10-16,125,119,1,78.67,24.00,78.67,Online
262,2021-03-25,126,104,2,23.61,25.00,47.22,Online
263,2021-03-27,126,15,4,21.57,25.00,86.26,Online
264,2021-11-21,126,10,2,102.06,9.00,204.12,Online
265,2021-11-24,126,119,4,21.94,13.00,87.74,Online
266,2021-11-28,126,170,2,76.55,10.00,153.09,Online
267,2021-12-01,126,158,4,16.66,10.00,66.62,Online
268,2021-12-03,126,85,2,18.51,0.00,37.01,Online
269,2021-12-10,126,59,5,7.40,7.00,37.01,Online
270,2023-01-12,126,141,1,37.01,10.00,37.01,Online
271,2023-04-23,126,96,3,22.16,0.00,66.47,Online
272,2024-03-20,126,124,3,30.97,10.00,92.91,Online
273,2024-10-30,126,3,1,72.92,25.00,72.92,Online
274,2024-11-30,126,117,3,12.34,5.00,37.01,Online
275,2021-01-03,127,87,1,64.85,14.00,64.85,Online
276,2021-01-10,127,23,1,1542.82,0.00,1542.82,Online
277,2023-07-15,127,63,1,64.85,50.00,64.85,Online
278,2023-07-20,127,164,2,158.86,0.00,317.71,Online
279,2024-05-19,127,98,3,22.83,0.00,68.48,Online
280,2021-01-17,128,6,2,59.99,0.00,119.97,Online
281,2021-01-23,128,30,1,75.48,25.00,75.48,Online
282,2021-07-11,128,44,1,77.18,10.00,77.18,Online
283,2022-02-21,128,50,1,347.47,25.00,347.47,Online
284,2022-09-10,128,28,4,248.29,8.00,993.15,Online
285,2022-09-10,128,95,1,515.50,10.00,515.50,Online
286,2022-09-16,128,38,2,37.74,10.00,75.48,Online
287,2022-09-16,128,79,3,62.34,9.00,187.01,Online
288,2023-01-28,128,130,1,212.23,22.00,212.23,Online
289,2024-04-30,128,72,1,253.14,0.00,253.14,Online
290,2024-05-04,128,6,1,75.48,0.00,75.48,Online
291,2025-02-13,128,117,2,112.90,0.00,225.79,Online
292,2021-01-07,129,95,2,178.24,46.00,356.48,Online
293,2023-01-17,129,112,1,244.83,0.00,244.83,Online
294,2023-11-25,129,26,3,872.23,50.00,2616.68,Online
295,2023-12-02,129,116,1,225.45,20.00,225.45,Online
296,2024-02-18,129,6,1,658.43,1.00,658.43,Online
297,2024-03-29,129,16,1,93.45,4.00,93.45,Online
298,2024-09-28,129,146,2,77.32,10.00,154.64,Online
299,2024-09-28,129,162,2,62.72,10.00,125.43,Online
300,2024-10-04,129,67,2,46.73,10.00,93.45,Online
301,2021-02-26,130,23,1,67.30,10.00,67.30,Online
302,2021-03-05,130,139,1,282.26,2.00,282.26,Online
303,2021-03-31,130,42,2,33.65,50.00,67.30,Online
304,2021-07-31,130,150,4,25.20,50.00,100.80,Online
305,2022-04-14,130,163,2,33.65,0.00,67.30,Online
306,2022-01-11,131,135,1,62.82,0.00,62.82,Online
307,2022-01-15,131,69,2,31.41,0.00,62.82,Online
308,2022-12-22,131,104,2,96.47,10.00,192.93,Online
309,2023-04-25,131,170,3,26.11,10.00,78.32,Online
310,2023-04-30,131,137,1,62.82,24.00,62.82,Online
311,2023-05-01,131,45,2,535.59,10.00,1071.18,Online
312,2023-05-01,131,75,1,69.99,10.00,69.99,Online
313,2023-05-01,131,86,4,21.58,0.00,86.32,Online
314,2021-01-16,132,6,1,87.45,8.00,87.45,Online
315,2021-03-05,132,114,2,22.38,0.00,44.75,Online
316,2022-04-06,132,146,3,22.50,0.00,67.51,Online
317,2022-10-15,132,95,2,22.38,25.00,44.75,Online
318,2023-01-26,132,90,5,20.16,0.00,100.81,Online
319,2024-07-05,132,11,2,276.28,5.00,552.55,Online
320,2024-07-12,132,92,1,68.94,10.00,68.94,Online
321,2024-07-15,132,102,1,44.75,0.00,44.75,Online
322,2024-11-28,132,55,3,14.92,0.00,44.75,Online
323,2021-04-30,133,34,1,61.81,0.00,61.81,Online
324,2022-03-13,133,87,2,30.91,22.00,61.81,Online
325,2022-04-05,133,110,1,70.46,0.00,70.46,Online
326,2022-06-21,133,158,1,66.60,0.00,66.60,Online
327,2022-07-04,133,80,2,308.00,50.00,616.00,Online
328,2022-07-07,133,146,4,32.46,0.00,129.83,Online
329,2022-11-23,133,117,1,61.81,25.00,61.81,Online
330,2023-02-27,133,91,1,145.53,1.00,145.53,Online
331,2023-02-28,133,45,1,61.81,6.00,61.81,Online
332,2023-03-04,133,112,2,175.77,25.00,351.53,Online
333,2023-05-21,133,122,1,197.58,50.00,197.58,Online
334,2024-07-22,133,87,1,166.76,50.00,166.76,Online
335,2025-03-01,133,80,2,67.40,0.00,134.80,Online
336,2022-01-24,134,29,1,62.27,25.00,62.27,Online
337,2022-02-10,134,32,2,31.14,0.00,62.27,Online
338,2022-03-01,134,76,2,89.07,15.00,178.14,Online
339,2022-11-28,134,93,4,15.57,0.00,62.27,Online
340,2022-12-06,134,91,1,62.27,0.00,62.27,Online
341,2023-03-13,134,167,1,131.40,25.00,131.40,Online
342,2023-03-15,134,163,1,62.27,27.00,62.27,Online
343,2023-05-23,134,33,1,62.27,10.00,62.27,Online
344,2023-06-08,134,83,1,90.29,10.00,90.29,Online
345,2023-06-11,134,10,3,48.89,0.00,146.66,Online
346,2024-07-17,134,57,1,186.79,0.00,186.79,Online
347,2024-07-23,134,15,1,115.05,0.00,115.05,Online
348,2024-07-27,134,97,5,21.07,50.00,105.36,Online
349,2024-07-29,134,34,2,34.08,10.00,68.15,Online
350,2025-01-20,134,27,3,38.55,0.00,115.65,Online
351,2021-02-26,135,150,2,14.49,23.00,28.97,Online
352,2021-04-07,135,20,2,177.78,10.00,355.56,Online
353,2021-11-29,135,61,2,324.87,0.00,649.74,Online
354,2022-01-26,135,87,1,114.69,29.00,114.69,Online
355,2023-07-08,135,50,1,38.55,10.00,38.55,Online
356,2024-06-28,135,57,1,28.97,10.00,28.97,Online
357,2024-08-13,135,95,4,33.35,10.00,133.39,Online
358,2024-09-05,135,111,3,43.62,10.00,130.85,Online
359,2025-01-19,135,131,3,196.66,23.00,589.97,Online
360,2021-02-15,136,143,1,87.13,25.00,87.13,Online
361,2021-03-23,136,8,1,601.96,25.00,601.96,Online
362,2021-03-31,136,30,1,43.05,0.00,43.05,Online
363,2022-06-19,136,143,1,43.05,10.00,43.05,Online
364,2022-07-24,136,72,2,84.77,50.00,169.53,Online
365,2022-07-26,136,117,1,1393.74,10.00,1393.74,Online
366,2022-07-29,136,123,1,43.05,25.00,43.05,Online
367,2022-08-01,136,37,2,213.48,25.00,426.96,Online
368,2022-11-17,136,65,1,53.45,0.00,53.45,Online
369,2022-11-18,136,30,1,49.41,5.00,49.41,Online
370,2023-06-24,136,4,2,91.45,50.00,182.90,Online
371,2024-04-30,136,101,5,17.36,10.00,86.81,Online
372,2024-07-10,136,117,1,64.96,0.00,64.96,Online
373,2024-08-27,136,158,1,43.05,0.00,43.05,Online
374,2024-12-12,136,105,1,43.05,5.00,43.05,Online
375,2021-03-14,137,10,2,47.32,0.00,94.64,Online
376,2021-08-31,137,67,5,121.49,50.00,607.46,Online
377,2021-09-07,137,139,1,336.12,0.00,336.12,Online
378,2022-01-20,137,89,3,464.80,0.00,1394.40,Online
379,2022-01-22,137,8,1,89.39,1.00,89.39,Online
380,2022-04-13,137,124,2,171.14,0.00,342.27,Online
381,2022-06-21,137,66,2,44.70,0.00,89.39,Online
382,2022-06-28,137,2,1,346.36,10.00,346.36,Online
383,2022-07-07,137,102,1,4008.50,25.00,4008.50,Online
384,2022-07-10,137,127,1,140.21,0.00,140.21,Online
385,2022-10-05,137,103,1,89.39,23.00,89.39,Online
386,2022-12-08,137,119,1,92.64,10.00,92.64,Online
387,2024-04-30,137,1,2,157.08,50.00,314.16,Online
388,2021-04-03,138,28,2,59.40,7.00,118.79,Online
389,2021-04-04,138,97,4,187.59,4.00,750.34,Online
390,2021-04-04,138,175,2,54.33,0.00,108.66,Online
391,2021-04-08,138,159,1,108.48,10.00,108.48,Online
392,2021-08-16,138,72,1,55.51,10.00,55.51,Online
393,2022-10-07,138,44,1,198.99,0.00,198.99,Online
394,2022-10-11,138,29,2,27.76,0.00,55.51,Online
395,2022-11-02,138,117,2,157.29,0.00,314.58,Online
396,2022-12-29,138,52,1,150.75,10.00,150.75,Online
397,2023-01-05,138,124,2,27.76,0.00,55.51,Online
398,2023-05-13,138,25,2,73.96,50.00,147.92,Online
399,2023-05-18,138,158,2,34.20,25.00,68.39,Online
400,2024-11-08,138,44,4,56.52,0.00,226.06,Online
401,2025-01-13,138,143,1,156.10,10.00,156.10,Online
402,2021-12-25,139,102,3,82.17,14.00,246.50,Online
403,2021-12-27,139,58,4,11.25,30.00,45.01,Online
404,2022-01-04,139,164,2,21.87,15.00,43.74,Online
405,2022-03-07,139,139,3,14.58,0.00,43.74,Online
406,2022-03-08,139,60,1,297.99,10.00,297.99,Online
407,2022-03-11,139,162,1,43.74,10.00,43.74,Online
408,2022-04-29,139,76,2,97.56,25.00,195.11,Online
409,2022-06-18,139,135,4,89.49,50.00,357.94,Online
410,2022-11-22,139,149,3,281.27,10.00,843.81,Online
411,2023-08-31,139,87,3,141.01,2.00,423.02,Online
412,2023-09-23,139,136,1,198.95,0.00,198.95,Online
413,2023-09-28,139,89,5,9.45,0.00,47.25,Online
414,2024-09-26,139,90,1,43.74,50.00,43.74,Online
415,2021-03-01,140,100,1,592.17,10.00,592.17,Online
416,2021-03-01,140,142,2,52.46,0.00,104.92,Online
417,2021-03-04,140,18,2,83.23,0.00,166.45,Online
418,2021-03-06,140,67,4,20.40,0.00,81.60,Online
419,2021-05-13,140,65,1,268.89,25.00,268.89,Online
420,2021-05-25,140,40,1,4599.87,6.00,4599.87,Online
421,2022-09-28,140,135,1,287.96,10.00,287.96,Online
422,2022-11-04,140,70,2,40.80,25.00,81.60,Online
423,2023-04-23,140,148,4,20.40,0.00,81.60,Online
424,2024-03-17,140,148,1,81.60,24.00,81.60,Online
425,2025-04-07,140,135,2,40.80,0.00,81.60,Online
426,2021-06-18,141,125,1,147.17,0.00,147.17,Online
427,2021-06-26,141,136,3,46.13,0.00,138.39,Online
428,2022-11-04,141,63,3,10.28,10.00,30.83,Online
429,2023-07-26,141,127,1,30.83,10.00,30.83,Online
430,2023-12-19,141,123,4,29.29,2.00,117.16,Online
431,2022-04-29,142,169,2,19.71,10.00,39.42,Online
432,2023-02-18,142,99,1,39.42,2.00,39.42,Online
433,2023-02-22,142,123,1,39.42,10.00,39.42,Online
434,2023-04-23,142,139,6,10.19,0.00,61.15,Online
435,2024-10-27,142,87,4,33.56,0.00,134.22,Online
436,2024-10-28,142,171,1,39.42,24.00,39.42,Online
437,2021-03-06,143,175,1,195.03,50.00,195.03,Online
438,2021-03-11,143,5,1,164.09,0.00,164.09,Online
439,2021-03-16,143,5,1,367.90,0.00,367.90,Online
440,2022-01-23,143,34,2,35.68,1.00,71.35,Online
441,2023-01-10,143,76,1,46.72,10.00,46.72,Online
442,2023-01-14,143,23,1,91.13,50.00,91.13,Online
443,2023-07-29,143,147,2,23.36,25.00,46.72,Online
444,2023-09-05,143,67,1,329.95,10.00,329.95,Online
445,2024-03-29,143,16,2,27.50,0.00,55.00,Online
446,2024-03-30,143,40,2,55.10,10.00,110.19,Online
447,2024-03-30,143,83,1,142.61,10.00,142.61,Online
448,2022-01-12,144,38,2,158.23,25.00,316.45,Online
449,2023-06-16,144,119,1,60.06,13.00,60.06,Online
450,2023-12-28,144,21,7,23.26,0.00,162.81,Online
451,2025-04-01,144,168,2,62.87,0.00,125.74,Online
452,2025-04-08,144,1,6,8.28,0.00,49.67,Online
453,2021-01-30,145,48,1,57.32,0.00,57.32,Online
454,2021-12-06,145,117,5,36.14,0.00,180.72,Online
455,2021-12-13,145,45,1,57.32,28.00,57.32,Online
456,2021-12-13,145,69,5,11.46,10.00,57.32,Online
457,2022-01-25,145,83,1,199.60,7.00,199.60,Online
458,2023-04-23,145,2,2,257.15,0.00,514.29,Online
459,2024-03-19,145,19,1,57.32,27.00,57.32,Online
460,2024-04-22,145,95,2,28.66,0.00,57.32,Online
461,2024-07-18,145,128,2,159.25,10.00,318.49,Online
462,2025-02-01,145,116,1,57.32,0.00,57.32,Online
463,2022-07-03,146,74,4,32.87,10.00,131.48,Online
464,2022-07-14,146,103,1,169.63,0.00,169.63,Online
465,2023-03-07,146,121,1,383.58,29.00,383.58,Online
466,2023-03-08,146,165,1,62.26,0.00,62.26,Online
467,2023-03-11,146,15,3,49.28,7.00,147.84,Online
468,2024-04-25,146,2,1,185.09,25.00,185.09,Online
469,2021-01-05,147,7,4,170.80,25.00,683.19,Online
470,2022-04-19,147,153,1,407.27,10.00,407.27,Online
471,2022-11-25,147,67,5,16.44,5.00,82.19,Online
472,2023-09-13,147,139,1,82.19,7.00,82.19,Online
473,2023-12-21,147,29,2,627.16,25.00,1254.32,Online
474,2024-01-24,147,157,1,164.44,10.00,164.44,Online
475,2024-03-15,147,66,2,41.10,0.00,82.19,Online
476,2024-04-19,147,60,1,82.19,12.00,82.19,Online
477,2024-04-22,147,124,4,20.55,10.00,82.19,Online
478,2024-09-29,147,143,2,158.93,0.00,317.85,Online
479,2024-10-05,147,139,3,150.06,0.00,450.19,Online
480,2025-01-21,147,157,1,135.05,25.00,135.05,Online
481,2021-07-27,148,25,3,844.32,0.00,2532.95,Online
